2018-10-19 20:22:20 DEBUG logging:38 - Logging Provider: org.jboss.logging.Log4jLoggerProvider
2018-10-19 20:22:20 DEBUG HibernatePersistenceProvider:98 - Located and parsed 1 persistence units; checking each
2018-10-19 20:22:20 DEBUG HibernatePersistenceProvider:106 - Checking persistence-unit [name=JPA-PU, explicit-provider=org.hibernate.jpa.HibernatePersistenceProvider] against incoming persistence unit name [JPA-PU]
2018-10-19 20:22:20 DEBUG ProviderChecker:87 - Persistence-unit [JPA-PU] requested PersistenceProvider [org.hibernate.jpa.HibernatePersistenceProvider]
2018-10-19 20:22:20 DEBUG LogHelper:102 - PersistenceUnitInfo [
	name: JPA-PU
	persistence provider classname: org.hibernate.jpa.HibernatePersistenceProvider
	classloader: null
	excludeUnlistedClasses: false
	JTA datasource: null
	Non JTA datasource: null
	Transaction type: RESOURCE_LOCAL
	PU root URL: file:/D:/159950_Rishabh_Tandon/JPA_Hibernate/JPAHibernateBankingSystem/target/classes/
	Shared Cache Mode: null
	Validation Mode: null
	Jar files URLs []
	Managed classes names []
	Mapping files names []
	Properties [
		javax.persistence.jdbc.driver: oracle.jdbc.driver.OracleDriver
		javax.persistence.jdbc.password: corp123
		javax.persistence.jdbc.url: jdbc:oracle:thin:@localhost:1521:XE
		hibernate.dialect: org.hibernate.dialect.Oracle10gDialect
		hibernate.show_sql: true
		hibernate.hbm2ddl.auto: update
		javax.persistence.jdbc.user: system]
2018-10-19 20:22:20 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
2018-10-19 20:22:20 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
2018-10-19 20:22:20 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
2018-10-19 20:22:20 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.jpa.event.spi.JpaIntegrator].
2018-10-19 20:22:20 INFO  Version:45 - HHH000412: Hibernate Core {5.2.12.Final}
2018-10-19 20:22:20 INFO  Environment:213 - HHH000206: hibernate.properties not found
2018-10-19 20:22:20 DEBUG ServiceBinding:68 - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
2018-10-19 20:22:20 DEBUG RegionFactoryInitiator:75 - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
2018-10-19 20:22:20 INFO  Version:66 - HCANN000001: Hibernate Commons Annotations {5.0.1.Final}
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:137 - Visiting attribute path : status
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:137 - Visiting attribute path : transactions
2018-10-19 20:22:21 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@1df4d43]
2018-10-19 20:22:21 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@1d91bca]
2018-10-19 20:22:21 DEBUG FetchStyleLoadPlanBuildingAssociationVisitationStrategy:150 - Building LoadPlan...
2018-10-19 20:22:21 DEBUG LoadQueryJoinAndFetchProcessor:101 - processing queryspace <gen:0>
2018-10-19 20:22:21 DEBUG LoadPlanTreePrinter:55 - LoadPlan(entity=com.cg.banking.beans.Account)
    - Returns
       - EntityReturnImpl(entity=com.cg.banking.beans.Account, querySpaceUid=<gen:0>, path=com.cg.banking.beans.Account)
          - CollectionAttributeFetchImpl(collection=com.cg.banking.beans.Account.transactions, querySpaceUid=<gen:1>, path=com.cg.banking.beans.Account.transactions)
             - (collection element) CollectionFetchableElementEntityGraph(entity=com.cg.banking.beans.Transaction, querySpaceUid=<gen:2>, path=com.cg.banking.beans.Account.transactions.<elements>)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.cg.banking.beans.Account)
          - SQL table alias mapping - account0_
          - alias suffix - 0_
          - suffixed key columns - {accountNo1_0_0_}

2018-10-19 20:22:21 DEBUG EntityLoader:115 - Static select for entity com.cg.banking.beans.Account [UPGRADE_NOWAIT]: select account0_.accountNo as accountNo1_0_0_, account0_.accountBalance as accountBalance2_0_0_, account0_.accountType as accountType3_0_0_, account0_.pinNumber as pinNumber4_0_0_, account0_.status as status5_0_0_ from Account account0_ where account0_.accountNo=? for update nowait
2018-10-19 20:22:21 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@cb698e]
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:137 - Visiting attribute path : accountBalance
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:137 - Visiting attribute path : accountType
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:137 - Visiting attribute path : pinNumber
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:137 - Visiting attribute path : status
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:137 - Visiting attribute path : transactions
2018-10-19 20:22:21 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@641ec8]
2018-10-19 20:22:21 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@1f65e45]
2018-10-19 20:22:21 DEBUG FetchStyleLoadPlanBuildingAssociationVisitationStrategy:150 - Building LoadPlan...
2018-10-19 20:22:21 DEBUG LoadQueryJoinAndFetchProcessor:101 - processing queryspace <gen:0>
2018-10-19 20:22:21 DEBUG LoadPlanTreePrinter:55 - LoadPlan(entity=com.cg.banking.beans.Account)
    - Returns
       - EntityReturnImpl(entity=com.cg.banking.beans.Account, querySpaceUid=<gen:0>, path=com.cg.banking.beans.Account)
          - CollectionAttributeFetchImpl(collection=com.cg.banking.beans.Account.transactions, querySpaceUid=<gen:1>, path=com.cg.banking.beans.Account.transactions)
             - (collection element) CollectionFetchableElementEntityGraph(entity=com.cg.banking.beans.Transaction, querySpaceUid=<gen:2>, path=com.cg.banking.beans.Account.transactions.<elements>)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.cg.banking.beans.Account)
          - SQL table alias mapping - account0_
          - alias suffix - 0_
          - suffixed key columns - {accountNo1_0_0_}

2018-10-19 20:22:21 DEBUG EntityLoader:115 - Static select for entity com.cg.banking.beans.Account [UPGRADE_SKIPLOCKED]: select account0_.accountNo as accountNo1_0_0_, account0_.accountBalance as accountBalance2_0_0_, account0_.accountType as accountType3_0_0_, account0_.pinNumber as pinNumber4_0_0_, account0_.status as status5_0_0_ from Account account0_ where account0_.accountNo=? for update skip locked
2018-10-19 20:22:21 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@eade6c]
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:137 - Visiting attribute path : accountBalance
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:137 - Visiting attribute path : accountType
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:137 - Visiting attribute path : pinNumber
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:137 - Visiting attribute path : status
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:137 - Visiting attribute path : transactions
2018-10-19 20:22:21 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@5bd950]
2018-10-19 20:22:21 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@118aa28]
2018-10-19 20:22:21 DEBUG FetchStyleLoadPlanBuildingAssociationVisitationStrategy:150 - Building LoadPlan...
2018-10-19 20:22:21 DEBUG LoadQueryJoinAndFetchProcessor:101 - processing queryspace <gen:0>
2018-10-19 20:22:21 DEBUG LoadPlanTreePrinter:55 - LoadPlan(entity=com.cg.banking.beans.Account)
    - Returns
       - EntityReturnImpl(entity=com.cg.banking.beans.Account, querySpaceUid=<gen:0>, path=com.cg.banking.beans.Account)
          - CollectionAttributeFetchImpl(collection=com.cg.banking.beans.Account.transactions, querySpaceUid=<gen:1>, path=com.cg.banking.beans.Account.transactions)
             - (collection element) CollectionFetchableElementEntityGraph(entity=com.cg.banking.beans.Transaction, querySpaceUid=<gen:2>, path=com.cg.banking.beans.Account.transactions.<elements>)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.cg.banking.beans.Account)
          - SQL table alias mapping - account0_
          - alias suffix - 0_
          - suffixed key columns - {accountNo1_0_0_}

2018-10-19 20:22:21 DEBUG EntityLoader:115 - Static select for entity com.cg.banking.beans.Account [FORCE]: select account0_.accountNo as accountNo1_0_0_, account0_.accountBalance as accountBalance2_0_0_, account0_.accountType as accountType3_0_0_, account0_.pinNumber as pinNumber4_0_0_, account0_.status as status5_0_0_ from Account account0_ where account0_.accountNo=? for update nowait
2018-10-19 20:22:21 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@1390459]
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:137 - Visiting attribute path : accountBalance
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:137 - Visiting attribute path : accountType
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:137 - Visiting attribute path : pinNumber
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:137 - Visiting attribute path : status
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:137 - Visiting attribute path : transactions
2018-10-19 20:22:21 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@113052e]
2018-10-19 20:22:21 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@1d2b28e]
2018-10-19 20:22:21 DEBUG FetchStyleLoadPlanBuildingAssociationVisitationStrategy:150 - Building LoadPlan...
2018-10-19 20:22:21 DEBUG LoadQueryJoinAndFetchProcessor:101 - processing queryspace <gen:0>
2018-10-19 20:22:21 DEBUG LoadPlanTreePrinter:55 - LoadPlan(entity=com.cg.banking.beans.Account)
    - Returns
       - EntityReturnImpl(entity=com.cg.banking.beans.Account, querySpaceUid=<gen:0>, path=com.cg.banking.beans.Account)
          - CollectionAttributeFetchImpl(collection=com.cg.banking.beans.Account.transactions, querySpaceUid=<gen:1>, path=com.cg.banking.beans.Account.transactions)
             - (collection element) CollectionFetchableElementEntityGraph(entity=com.cg.banking.beans.Transaction, querySpaceUid=<gen:2>, path=com.cg.banking.beans.Account.transactions.<elements>)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.cg.banking.beans.Account)
          - SQL table alias mapping - account0_
          - alias suffix - 0_
          - suffixed key columns - {accountNo1_0_0_}

2018-10-19 20:22:21 DEBUG EntityLoader:115 - Static select for entity com.cg.banking.beans.Account [PESSIMISTIC_READ]: select account0_.accountNo as accountNo1_0_0_, account0_.accountBalance as accountBalance2_0_0_, account0_.accountType as accountType3_0_0_, account0_.pinNumber as pinNumber4_0_0_, account0_.status as status5_0_0_ from Account account0_ where account0_.accountNo=? for update
2018-10-19 20:22:21 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@746061]
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:137 - Visiting attribute path : accountBalance
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:137 - Visiting attribute path : accountType
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:137 - Visiting attribute path : pinNumber
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:137 - Visiting attribute path : status
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:137 - Visiting attribute path : transactions
2018-10-19 20:22:21 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@fcd46d]
2018-10-19 20:22:21 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@45dbe]
2018-10-19 20:22:21 DEBUG FetchStyleLoadPlanBuildingAssociationVisitationStrategy:150 - Building LoadPlan...
2018-10-19 20:22:21 DEBUG LoadQueryJoinAndFetchProcessor:101 - processing queryspace <gen:0>
2018-10-19 20:22:21 DEBUG LoadPlanTreePrinter:55 - LoadPlan(entity=com.cg.banking.beans.Account)
    - Returns
       - EntityReturnImpl(entity=com.cg.banking.beans.Account, querySpaceUid=<gen:0>, path=com.cg.banking.beans.Account)
          - CollectionAttributeFetchImpl(collection=com.cg.banking.beans.Account.transactions, querySpaceUid=<gen:1>, path=com.cg.banking.beans.Account.transactions)
             - (collection element) CollectionFetchableElementEntityGraph(entity=com.cg.banking.beans.Transaction, querySpaceUid=<gen:2>, path=com.cg.banking.beans.Account.transactions.<elements>)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.cg.banking.beans.Account)
          - SQL table alias mapping - account0_
          - alias suffix - 0_
          - suffixed key columns - {accountNo1_0_0_}

2018-10-19 20:22:21 DEBUG EntityLoader:115 - Static select for entity com.cg.banking.beans.Account [PESSIMISTIC_WRITE]: select account0_.accountNo as accountNo1_0_0_, account0_.accountBalance as accountBalance2_0_0_, account0_.accountType as accountType3_0_0_, account0_.pinNumber as pinNumber4_0_0_, account0_.status as status5_0_0_ from Account account0_ where account0_.accountNo=? for update
2018-10-19 20:22:21 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@14658f7]
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:137 - Visiting attribute path : accountBalance
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:137 - Visiting attribute path : accountType
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:137 - Visiting attribute path : pinNumber
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:137 - Visiting attribute path : status
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:137 - Visiting attribute path : transactions
2018-10-19 20:22:21 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@5b064f]
2018-10-19 20:22:21 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@425897]
2018-10-19 20:22:21 DEBUG FetchStyleLoadPlanBuildingAssociationVisitationStrategy:150 - Building LoadPlan...
2018-10-19 20:22:21 DEBUG LoadQueryJoinAndFetchProcessor:101 - processing queryspace <gen:0>
2018-10-19 20:22:21 DEBUG LoadPlanTreePrinter:55 - LoadPlan(entity=com.cg.banking.beans.Account)
    - Returns
       - EntityReturnImpl(entity=com.cg.banking.beans.Account, querySpaceUid=<gen:0>, path=com.cg.banking.beans.Account)
          - CollectionAttributeFetchImpl(collection=com.cg.banking.beans.Account.transactions, querySpaceUid=<gen:1>, path=com.cg.banking.beans.Account.transactions)
             - (collection element) CollectionFetchableElementEntityGraph(entity=com.cg.banking.beans.Transaction, querySpaceUid=<gen:2>, path=com.cg.banking.beans.Account.transactions.<elements>)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.cg.banking.beans.Account)
          - SQL table alias mapping - account0_
          - alias suffix - 0_
          - suffixed key columns - {accountNo1_0_0_}

2018-10-19 20:22:21 DEBUG EntityLoader:115 - Static select for entity com.cg.banking.beans.Account [PESSIMISTIC_FORCE_INCREMENT]: select account0_.accountNo as accountNo1_0_0_, account0_.accountBalance as accountBalance2_0_0_, account0_.accountType as accountType3_0_0_, account0_.pinNumber as pinNumber4_0_0_, account0_.status as status5_0_0_ from Account account0_ where account0_.accountNo=? for update nowait
2018-10-19 20:22:21 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@1163d48]
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:137 - Visiting attribute path : accountBalance
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:137 - Visiting attribute path : accountType
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:137 - Visiting attribute path : pinNumber
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:137 - Visiting attribute path : status
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:137 - Visiting attribute path : transactions
2018-10-19 20:22:21 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@a4479a]
2018-10-19 20:22:21 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@163b39]
2018-10-19 20:22:21 DEBUG FetchStyleLoadPlanBuildingAssociationVisitationStrategy:150 - Building LoadPlan...
2018-10-19 20:22:21 DEBUG LoadQueryJoinAndFetchProcessor:101 - processing queryspace <gen:0>
2018-10-19 20:22:21 DEBUG LoadPlanTreePrinter:55 - LoadPlan(entity=com.cg.banking.beans.Account)
    - Returns
       - EntityReturnImpl(entity=com.cg.banking.beans.Account, querySpaceUid=<gen:0>, path=com.cg.banking.beans.Account)
          - CollectionAttributeFetchImpl(collection=com.cg.banking.beans.Account.transactions, querySpaceUid=<gen:1>, path=com.cg.banking.beans.Account.transactions)
             - (collection element) CollectionFetchableElementEntityGraph(entity=com.cg.banking.beans.Transaction, querySpaceUid=<gen:2>, path=com.cg.banking.beans.Account.transactions.<elements>)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.cg.banking.beans.Account)
          - SQL table alias mapping - account0_
          - alias suffix - 0_
          - suffixed key columns - {accountNo1_0_0_}

2018-10-19 20:22:21 DEBUG EntityLoader:115 - Static select for entity com.cg.banking.beans.Account [OPTIMISTIC]: select account0_.accountNo as accountNo1_0_0_, account0_.accountBalance as accountBalance2_0_0_, account0_.accountType as accountType3_0_0_, account0_.pinNumber as pinNumber4_0_0_, account0_.status as status5_0_0_ from Account account0_ where account0_.accountNo=?
2018-10-19 20:22:21 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@a8a64e]
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:137 - Visiting attribute path : accountBalance
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:137 - Visiting attribute path : accountType
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:137 - Visiting attribute path : pinNumber
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:137 - Visiting attribute path : status
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:137 - Visiting attribute path : transactions
2018-10-19 20:22:21 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@98fc68]
2018-10-19 20:22:21 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@104d271]
2018-10-19 20:22:21 DEBUG FetchStyleLoadPlanBuildingAssociationVisitationStrategy:150 - Building LoadPlan...
2018-10-19 20:22:21 DEBUG LoadQueryJoinAndFetchProcessor:101 - processing queryspace <gen:0>
2018-10-19 20:22:21 DEBUG LoadPlanTreePrinter:55 - LoadPlan(entity=com.cg.banking.beans.Account)
    - Returns
       - EntityReturnImpl(entity=com.cg.banking.beans.Account, querySpaceUid=<gen:0>, path=com.cg.banking.beans.Account)
          - CollectionAttributeFetchImpl(collection=com.cg.banking.beans.Account.transactions, querySpaceUid=<gen:1>, path=com.cg.banking.beans.Account.transactions)
             - (collection element) CollectionFetchableElementEntityGraph(entity=com.cg.banking.beans.Transaction, querySpaceUid=<gen:2>, path=com.cg.banking.beans.Account.transactions.<elements>)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.cg.banking.beans.Account)
          - SQL table alias mapping - account0_
          - alias suffix - 0_
          - suffixed key columns - {accountNo1_0_0_}

2018-10-19 20:22:21 DEBUG EntityLoader:115 - Static select for entity com.cg.banking.beans.Account [OPTIMISTIC_FORCE_INCREMENT]: select account0_.accountNo as accountNo1_0_0_, account0_.accountBalance as accountBalance2_0_0_, account0_.accountType as accountType3_0_0_, account0_.pinNumber as pinNumber4_0_0_, account0_.status as status5_0_0_ from Account account0_ where account0_.accountNo=?
2018-10-19 20:22:21 DEBUG Loader:38 - Static select for action ACTION_MERGE on entity com.cg.banking.beans.Account: select account0_.accountNo as accountNo1_0_1_, account0_.accountBalance as accountBalance2_0_1_, account0_.accountType as accountType3_0_1_, account0_.pinNumber as pinNumber4_0_1_, account0_.status as status5_0_1_, transactio1_.account_accountNo as account_accountNo4_1_3_, transactio1_.transactionId as transactionId1_1_3_, transactio1_.transactionId as transactionId1_1_0_, transactio1_.account_accountNo as account_accountNo4_1_0_, transactio1_.amount as amount2_1_0_, transactio1_.transactionType as transactionType3_1_0_ from Account account0_ left outer join Transaction transactio1_ on account0_.accountNo=transactio1_.account_accountNo where account0_.accountNo=?
2018-10-19 20:22:21 DEBUG Loader:38 - Static select for action ACTION_REFRESH on entity com.cg.banking.beans.Account: select account0_.accountNo as accountNo1_0_1_, account0_.accountBalance as accountBalance2_0_1_, account0_.accountType as accountType3_0_1_, account0_.pinNumber as pinNumber4_0_1_, account0_.status as status5_0_1_, transactio1_.account_accountNo as account_accountNo4_1_3_, transactio1_.transactionId as transactionId1_1_3_, transactio1_.transactionId as transactionId1_1_0_, transactio1_.account_accountNo as account_accountNo4_1_0_, transactio1_.amount as amount2_1_0_, transactio1_.transactionType as transactionType3_1_0_ from Account account0_ left outer join Transaction transactio1_ on account0_.accountNo=transactio1_.account_accountNo where account0_.accountNo=?
2018-10-19 20:22:21 DEBUG AbstractEntityPersister:3608 - Static SQL for entity: com.cg.banking.beans.Transaction
2018-10-19 20:22:21 DEBUG AbstractEntityPersister:3613 -  Version select: select transactionId from Transaction where transactionId =?
2018-10-19 20:22:21 DEBUG AbstractEntityPersister:3616 -  Snapshot select: select transactio_.transactionId, transactio_.account_accountNo as account_accountNo4_1_, transactio_.amount as amount2_1_, transactio_.transactionType as transactionType3_1_ from Transaction transactio_ where transactio_.transactionId=?
2018-10-19 20:22:21 DEBUG AbstractEntityPersister:394 -  Insert 0: insert into Transaction (account_accountNo, amount, transactionType, transactionId) values (?, ?, ?, ?)
2018-10-19 20:22:21 DEBUG AbstractEntityPersister:394 -  Update 0: update Transaction set account_accountNo=?, amount=?, transactionType=? where transactionId=?
2018-10-19 20:22:21 DEBUG AbstractEntityPersister:394 -  Delete 0: delete from Transaction where transactionId=?
2018-10-19 20:22:21 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@1812a9b]
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:137 - Visiting attribute path : account
2018-10-19 20:22:21 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@1e350f1]
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:137 - Visiting attribute path : account.accountBalance
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:137 - Visiting attribute path : account.accountType
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:137 - Visiting attribute path : account.pinNumber
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:137 - Visiting attribute path : account.status
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:137 - Visiting attribute path : account.transactions
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:145 - Property path deemed to be circular : account.transactions
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:137 - Visiting attribute path : amount
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:137 - Visiting attribute path : transactionType
2018-10-19 20:22:21 DEBUG FetchStyleLoadPlanBuildingAssociationVisitationStrategy:150 - Building LoadPlan...
2018-10-19 20:22:21 DEBUG LoadQueryJoinAndFetchProcessor:101 - processing queryspace <gen:0>
2018-10-19 20:22:21 DEBUG LoadPlanTreePrinter:55 - LoadPlan(entity=com.cg.banking.beans.Transaction)
    - Returns
       - EntityReturnImpl(entity=com.cg.banking.beans.Transaction, querySpaceUid=<gen:0>, path=com.cg.banking.beans.Transaction)
          - EntityAttributeFetchImpl(entity=com.cg.banking.beans.Account, querySpaceUid=<gen:1>, path=com.cg.banking.beans.Transaction.account)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.cg.banking.beans.Transaction)
          - SQL table alias mapping - transactio0_
          - alias suffix - 0_
          - suffixed key columns - {transactionId1_1_0_}
          - JOIN (JoinDefinedByMetadata(account)) : <gen:0> -> <gen:1>
             - EntityQuerySpaceImpl(uid=<gen:1>, entity=com.cg.banking.beans.Account)
                - SQL table alias mapping - account1_
                - alias suffix - 1_
                - suffixed key columns - {accountNo1_0_1_}

2018-10-19 20:22:21 DEBUG EntityLoader:115 - Static select for entity com.cg.banking.beans.Transaction [NONE]: select transactio0_.transactionId as transactionId1_1_0_, transactio0_.account_accountNo as account_accountNo4_1_0_, transactio0_.amount as amount2_1_0_, transactio0_.transactionType as transactionType3_1_0_, account1_.accountNo as accountNo1_0_1_, account1_.accountBalance as accountBalance2_0_1_, account1_.accountType as accountType3_0_1_, account1_.pinNumber as pinNumber4_0_1_, account1_.status as status5_0_1_ from Transaction transactio0_ left outer join Account account1_ on transactio0_.account_accountNo=account1_.accountNo where transactio0_.transactionId=?
2018-10-19 20:22:21 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@1cb4808]
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:137 - Visiting attribute path : account
2018-10-19 20:22:21 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@c80397]
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:137 - Visiting attribute path : account.accountBalance
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:137 - Visiting attribute path : account.accountType
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:137 - Visiting attribute path : account.pinNumber
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:137 - Visiting attribute path : account.status
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:137 - Visiting attribute path : account.transactions
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:145 - Property path deemed to be circular : account.transactions
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:137 - Visiting attribute path : amount
2018-10-19 20:22:21 DEBUG MetamodelGraphWalker:137 - Visiting attribute path : transactionType
2018-10-19 20:22:21 DEBUG FetchStyleLoadPlanBuildingAssociationVisitationStrategy:150 - Building LoadPlan...
2018-10-19 20:22:21 DEBUG LoadQueryJoinAndFetchProcessor:101 - processing queryspace <gen:0>
